Iteration	Loss (h)	Total Cost (f)	Cost g
1	0.6558932065963745	0.6558932065963745	0
2	0.5761085152626038	0.496323823928833	-0.07978469133377075
3	0.5057626366615295	0.35563206672668457	-0.15013056993484497
4	0.45150813460350037	0.24712306261062622	-0.20438507199287415
5	0.4379812180995941	0.22006922960281372	-0.2179119884967804
6	0.4348916709423065	0.21389013528823853	-0.221001535654068
7	0.43180033564567566	0.2077074646949768	-0.22409287095069885
8	0.42871564626693726	0.2015380859375	-0.22717756032943726
9	0.4265063405036926	0.19711947441101074	-0.22938686609268188
10	0.4246025085449219	0.19331181049346924	-0.23129069805145264
11	0.4226240813732147	0.18935495615005493	-0.2332691252231598
12	0.4206443428993225	0.1853954792022705	-0.235248863697052
13	0.41881871223449707	0.18174421787261963	-0.23707449436187744
14	0.41684216260910034	0.17779111862182617	-0.23905104398727417
15	0.41495734453201294	0.17402148246765137	-0.24093586206436157
16	0.4131939113140106	0.17049461603164673	-0.2426992952823639
17	0.41081157326698303	0.16572993993759155	-0.24508163332939148
18	0.4086519181728363	0.1614106297492981	-0.2472412884235382
19	0.40646597743034363	0.15703874826431274	-0.24942722916603088
20	0.4045288562774658	0.15316450595855713	-0.2513643503189087
21	0.40206894278526306	0.1482446789741516	-0.25382426381111145
22	0.40005573630332947	0.14421826601028442	-0.25583747029304504
23	0.39792850613594055	0.1399638056755066	-0.25796470046043396
24	0.39584246277809143	0.13579171895980835	-0.2600507438182831
25	0.39365100860595703	0.13140881061553955	-0.2622421979904175
26	0.3918055295944214	0.12771785259246826	-0.2640876770019531
27	0.3894433081150055	0.12299340963363647	-0.266449898481369
28	0.3876187801361084	0.11934435367584229	-0.2682744264602661
29	0.38543960452079773	0.11498600244522095	-0.2704536020755768
30	0.3835836350917816	0.11127406358718872	-0.2723095715045929
31	0.3815937936306	0.10729438066482544	-0.27429941296577454
32	0.37962013483047485	0.1033470630645752	-0.27627307176589966
33	0.37759432196617126	0.09929543733596802	-0.27829888463020325
34	0.3756820261478424	0.0954708456993103	-0.2802111804485321
35	0.37387436628341675	0.09185552597045898	-0.28201884031295776
36	0.37186044454574585	0.08782768249511719	-0.28403276205062866
37	0.37008363008499146	0.0842740535736084	-0.28580957651138306
38	0.3615846633911133	0.06727612018585205	-0.29430854320526123
39	0.3475978970527649	0.03930258750915527	-0.3082953095436096
40	0.34403812885284424	0.032183051109313965	-0.3118550777435303
41	0.34108009934425354	0.02626699209213257	-0.31481310725212097
42	0.33857542276382446	0.021257638931274414	-0.31731778383255005
43	0.33422350883483887	0.012553811073303223	-0.32166969776153564
44	0.33013421297073364	0.0043752193450927734	-0.32575899362564087
45	0.32611945271492004	-0.003654301166534424	-0.32977375388145447
46	0.3227466344833374	-0.010399937629699707	-0.3331465721130371
47	0.3200184404850006	-0.01585632562637329	-0.3358747661113739
48	0.3172118365764618	-0.021469533443450928	-0.3386813700199127
49	0.3124442398548126	-0.031004726886749268	-0.3434489667415619
50	0.30900076031684875	-0.037891685962677	-0.34689244627952576
51	0.3055630922317505	-0.044767022132873535	-0.350330114364624
52	0.3025713264942169	-0.050750553607940674	-0.3533218801021576
53	0.29997846484184265	-0.05593627691268921	-0.35591474175453186
54	0.2969868779182434	-0.061919450759887695	-0.3589063286781311
55	0.2907726466655731	-0.07434791326522827	-0.3651205599308014
56	0.27362334728240967	-0.10864651203155518	-0.38226985931396484
57	0.2697838842868805	-0.11632543802261353	-0.386109322309494
58	0.26625165343284607	-0.12338989973068237	-0.38964155316352844
59	0.262660413980484	-0.1305723786354065	-0.3932327926158905
60	0.25996917486190796	-0.1359548568725586	-0.39592403173446655
61	0.25729280710220337	-0.14130759239196777	-0.39860039949417114
62	0.2542959153652191	-0.14730137586593628	-0.4015972912311554
63	0.24887201189994812	-0.15814918279647827	-0.4070211946964264
64	0.2454451620578766	-0.16500288248062134	-0.4104480445384979
65	0.24221964180469513	-0.17145392298698425	-0.4136735647916794
66	0.23794125020503998	-0.18001070618629456	-0.41795195639133453
67	0.2341027706861496	-0.18768766522407532	-0.4217904359102249
68	0.2306763082742691	-0.1945405900478363	-0.4252168983221054
69	0.22770720720291138	-0.20047879219055176	-0.42818599939346313
70	0.22516587376594543	-0.20556145906448364	-0.4307273328304291
71	0.2227335274219513	-0.21042615175247192	-0.4331596791744232
72	0.21984684467315674	-0.21619951725006104	-0.4360463619232178
73	0.21710380911827087	-0.22168558835983276	-0.43878939747810364
74	0.2147645801305771	-0.22636404633522034	-0.4411286264657974
75	0.21262265741825104	-0.23064789175987244	-0.4432705491781235
76	0.21050353348255157	-0.23488613963127136	-0.44538967311382294
77	0.20767416059970856	-0.2405448853969574	-0.44821904599666595
78	0.19614365696907043	-0.26360589265823364	-0.4597495496273041
79	0.17935363948345184	-0.2971859276294708	-0.47653956711292267
80	0.17563199996948242	-0.30462920665740967	-0.4802612066268921
81	0.17311729490756989	-0.30965861678123474	-0.4827759116888046
82	0.1708681881427765	-0.31415683031082153	-0.485025018453598
83	0.1689353585243225	-0.3180224895477295	-0.486957848072052
84	0.16676229238510132	-0.3223686218261719	-0.4891309142112732
85	0.16495171189308167	-0.3259897828102112	-0.49094149470329285
86	0.1622319519519806	-0.33142930269241333	-0.4936612546443939
87	0.15294288098812103	-0.35000744462013245	-0.5029503256082535
88	0.14138291776180267	-0.37312737107276917	-0.5145102888345718
89	0.13895416259765625	-0.377984881401062	-0.5169390439987183
90	0.13733510673046112	-0.38122299313545227	-0.5185580998659134
91	0.13567310571670532	-0.38454699516296387	-0.5202201008796692
92	0.13412177562713623	-0.38764965534210205	-0.5217714309692383
