Iteration	Loss (h + target_loss)	Total Cost (f)	Cost g
1	1.1144390106201172	1.1044390106201172	0
2	0.9819284081459045	0.9730428471565247	0.0011144390106201173
3	0.8114417195320129	0.8036705975532532	0.0022288780212402345
4	0.627464234828949	0.6208075518608093	0.0033433170318603518
5	0.48598700761795044	0.4804447636604309	0.004457756042480469
6	0.43360888957977295	0.4291810846328735	0.005572195053100587
7	0.4327814280986786	0.4294680621623993	0.006686634063720704
8	0.4328266680240631	0.4295133020877838	0.006686634063720704
9	0.4329291880130768	0.4296158220767975	0.006686634063720704
10	0.4333905279636383	0.430077162027359	0.006686634063720704
11	0.4334191381931305	0.4301057722568512	0.006686634063720704
12	0.43351712822914124	0.43020376229286195	0.006686634063720704
13	0.43358373641967773	0.43027037048339845	0.006686634063720704
14	0.43360888957977295	0.43029552364349366	0.006686634063720704
15	0.43360888957977295	0.43029552364349366	0.006686634063720704
16	0.43360888957977295	0.43029552364349366	0.006686634063720704
17	0.43360888957977295	0.43029552364349366	0.006686634063720704
18	0.43360888957977295	0.43029552364349366	0.006686634063720704
19	0.43360888957977295	0.43029552364349366	0.006686634063720704
20	0.43360888957977295	0.43029552364349366	0.006686634063720704
21	0.43360888957977295	0.43029552364349366	0.006686634063720704
22	0.43360888957977295	0.43029552364349366	0.006686634063720704
23	0.43360888957977295	0.43029552364349366	0.006686634063720704
24	0.43360888957977295	0.43029552364349366	0.006686634063720704
25	0.43360888957977295	0.43029552364349366	0.006686634063720704
26	0.43360888957977295	0.43029552364349366	0.006686634063720704
27	0.43360888957977295	0.43029552364349366	0.006686634063720704
28	0.43360888957977295	0.43029552364349366	0.006686634063720704
29	0.43360888957977295	0.43029552364349366	0.006686634063720704
30	0.43360888957977295	0.43029552364349366	0.006686634063720704
31	0.43360888957977295	0.43029552364349366	0.006686634063720704
32	0.43360888957977295	0.43029552364349366	0.006686634063720704
33	0.43360888957977295	0.43029552364349366	0.006686634063720704
34	0.43360888957977295	0.43029552364349366	0.006686634063720704
35	0.43360888957977295	0.43029552364349366	0.006686634063720704
36	0.43360888957977295	0.43029552364349366	0.006686634063720704
37	0.43360888957977295	0.43029552364349366	0.006686634063720704
38	0.43360888957977295	0.43029552364349366	0.006686634063720704
39	0.43360888957977295	0.43029552364349366	0.006686634063720704
40	0.43360888957977295	0.43029552364349366	0.006686634063720704
41	0.43360888957977295	0.43029552364349366	0.006686634063720704
42	0.43360888957977295	0.43029552364349366	0.006686634063720704
43	0.43360888957977295	0.43029552364349366	0.006686634063720704
44	0.43360888957977295	0.43029552364349366	0.006686634063720704
45	0.43360888957977295	0.43029552364349366	0.006686634063720704
46	0.4337407052516937	0.43042733931541444	0.006686634063720704
47	0.4337488114833832	0.4304354455471039	0.006686634063720704
48	0.43268024921417236	0.43048132228851316	0.007801073074340822
49	0.43273141980171204	0.43053249287605283	0.007801073074340822
50	0.4338580369949341	0.4305446710586548	0.006686634063720704
51	0.43276527523994446	0.43056634831428525	0.007801073074340822
52	0.43276819586753845	0.43056926894187925	0.007801073074340822
53	0.432773232460022	0.43057430553436277	0.007801073074340822
54	0.4327772855758667	0.4305783586502075	0.007801073074340822
55	0.4327796697616577	0.4305807428359985	0.007801073074340822
56	0.4327814280986786	0.4305825011730194	0.007801073074340822
57	0.4327814280986786	0.4305825011730194	0.007801073074340822
58	0.4327814280986786	0.4305825011730194	0.007801073074340822
59	0.4327814280986786	0.4305825011730194	0.007801073074340822
60	0.4327814280986786	0.4305825011730194	0.007801073074340822
61	0.4327814280986786	0.4305825011730194	0.007801073074340822
62	0.4327814280986786	0.4305825011730194	0.007801073074340822
63	0.4327814280986786	0.4305825011730194	0.007801073074340822
64	0.4327814280986786	0.4305825011730194	0.007801073074340822
65	0.4327814280986786	0.4305825011730194	0.007801073074340822
66	0.4327814280986786	0.4305825011730194	0.007801073074340822
67	0.4327814280986786	0.4305825011730194	0.007801073074340822
68	0.4327814280986786	0.4305825011730194	0.007801073074340822
69	0.4327814280986786	0.4305825011730194	0.007801073074340822
70	0.4327814280986786	0.4305825011730194	0.007801073074340822
71	0.4327814280986786	0.4305825011730194	0.007801073074340822
72	0.4327814280986786	0.4305825011730194	0.007801073074340822
73	0.4327814280986786	0.4305825011730194	0.007801073074340822
74	0.4327814280986786	0.4305825011730194	0.007801073074340822
75	0.4327814280986786	0.4305825011730194	0.007801073074340822
76	0.4327814280986786	0.4305825011730194	0.007801073074340822
77	0.4327814280986786	0.4305825011730194	0.007801073074340822
78	0.4327814280986786	0.4305825011730194	0.007801073074340822
79	0.4327814280986786	0.4305825011730194	0.007801073074340822
80	0.4327814280986786	0.4305825011730194	0.007801073074340822
81	0.4327814280986786	0.4305825011730194	0.007801073074340822
82	0.4327814280986786	0.4305825011730194	0.007801073074340822
83	0.4327814280986786	0.4305825011730194	0.007801073074340822
84	0.4327814280986786	0.4305825011730194	0.007801073074340822
85	0.4327814280986786	0.4305825011730194	0.007801073074340822
86	0.4327814280986786	0.4305825011730194	0.007801073074340822
87	0.4327814280986786	0.4305825011730194	0.007801073074340822
88	0.4327959716320038	0.4305970447063446	0.007801073074340822
89	0.4328097403049469	0.4306108133792877	0.007801073074340822
90	0.4328266680240631	0.4306277410984039	0.007801073074340822
91	0.4328266680240631	0.4306277410984039	0.007801073074340822
92	0.4328266680240631	0.4306277410984039	0.007801073074340822
93	0.4328266680240631	0.4306277410984039	0.007801073074340822
94	0.4328266680240631	0.4306277410984039	0.007801073074340822
95	0.4328266680240631	0.4306277410984039	0.007801073074340822
96	0.4328266680240631	0.4306277410984039	0.007801073074340822
97	0.4328266680240631	0.4306277410984039	0.007801073074340822
98	0.4328266680240631	0.4306277410984039	0.007801073074340822
